time,mass flow base,mass flow out,mass flow in,power peak,power base,battery,power total,loss,heat in,heat out
7573,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3150.850280760759,451.7007137668567,6.848637259427365,0.0,299.0189624693376
7574,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2844.9826810319937,451.7007137668567,6.183808386806906,0.0,299.0189624693376
7575,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2539.779910175849,451.7007137668567,5.520424575481796,0.0,299.0189624693376
7576,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2235.24052313103,451.7007137668567,4.858482684490155,0.0,299.0189624693376
7577,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1931.3630779772022,451.7007137668567,4.197979579697242,0.0,299.0189624693376
7578,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1628.1461359281675,451.7007137668567,3.538912133780626,0.0,299.0189624693376
7579,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1325.5882613250494,451.7007137668567,2.8812772262153685,0.0,299.0189624693376
7580,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1023.6880216294965,451.7007137668567,2.225071743259256,0.0,299.0189624693376
7581,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,722.4439874168996,451.7007137668567,1.5702925779380543,0.0,299.0189624693376
7582,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,421.85473236962395,451.7007137668567,0.9169366300307988,0.0,299.0189624693376
7583,0.0,0.0,333.3333333333333,0.0,0.0,121.91883327025556,0.0,0.26500080605511456,703.3333333333334,0.0
7584,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,824.9871657975337,451.7007137668567,1.7931787735932012,0.0,299.0189624693376
7585,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,524.1750245546028,451.7007137668567,1.1393383638524222,0.0,299.0189624693376
7586,0.0,0.0,333.3333333333333,0.0,0.0,224.01672372141283,0.0,0.48691913106162765,703.3333333333334,0.0
7587,0.0,0.0,333.3333333333333,0.0,0.0,926.8631379236845,0.0,2.014614740514194,703.3333333333334,0.0
7588,0.0,0.0,333.3333333333333,0.0,0.0,1628.1818565165036,0.0,3.5389897754742665,703.3333333333334,0.0
7589,0.0,0.0,333.3333333333333,0.0,0.0,2327.9762000743626,0.0,5.06005145348891,703.3333333333334,0.0
7590,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,3026.2494819542067,451.7007137668567,6.577806976417243,0.0,299.0189624693376
7591,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2720.652712508452,451.7007137668567,5.9135667761239095,0.0,299.0189624693376
7592,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2415.7201832629908,451.7007137668567,5.250770357597268,0.0,299.0189624693376
7593,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,2111.450450436056,451.7007137668567,4.5894145826566,0.0,299.0189624693376
7594,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1807.842073384062,451.7007137668567,3.9294963199422823,0.0,299.0189624693376
7595,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1504.8936145947823,451.7007137668567,3.2710124449009688,0.0,299.0189624693376
7596,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,1202.6036396805437,451.7007137668567,2.613959839770788,0.0,299.0189624693376
7597,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,900.9707173714354,451.7007137668567,1.958335393566588,0.0,299.0189624693376
7598,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,599.9934195085311,451.7007137668567,1.3041360020652037,0.0,299.0189624693376
7599,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,299.6703210371284,451.7007137668567,0.6513585677907588,0.0,299.0189624693376
7600,48.976262476209456,0.0,284.35707085712386,0.0,44.078636228588515,0.0,44.078636228588515,0.0,599.9934195085314,0.0
7601,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,599.9934195085314,451.7007137668567,1.3041360020652042,0.0,299.0189624693376
